yellow,2.42067,-1.95262,0,0,0,0
blue,2.77824,2.56496,0,0,0,0
yellow,4.80310,-0.88467,0,0,0,0
blue,4.35778,3.70944,0,0,0,0
yellow,6.46719,0.31086,0,0,0,0
blue,6.89889,4.91974,0,0,0,0
yellow,7.44359,0.95700,0,0,0,0
blue,10.04849,4.24310,0,0,0,0
yellow,8.05160,0.77720,0,0,0,0
blue,11.91577,2.39657,0,0,0,0
yellow,8.93273,-0.26829,0,0,0,0
blue,13.06404,1.00460,0,0,0,0
yellow,10.35527,-1.93863,0,0,0,0
blue,14.12164,0.22612,0,0,0,0
yellow,12.53998,-3.44789,0,0,0,0
blue,15.82278,-0.07998,0,0,0,0
yellow,14.74871,-3.93308,0,0,0,0
blue,18.20493,-0.97596,0,0,0,0
yellow,16.09743,-4.37572,0,0,0,0
blue,20.05968,-2.69827,0,0,0,0
yellow,17.12067,-5.41161,0,0,0,0
blue,21.24761,-4.16901,0,0,0,0
yellow,18.46181,-7.03943,0,0,0,0
blue,21.93819,-4.87302,0,0,0,0
yellow,20.91145,-8.73900,0,0,0,0
blue,22.62437,-4.66738,0,0,0,0
yellow,24.07132,-8.39650,0,0,0,0
blue,23.89451,-3.75363,0,0,0,0
yellow,26.11653,-7.07968,0,0,0,0
blue,25.84869,-2.48885,0,0,0,0
yellow,27.49210,-6.13566,0,0,0,0
blue,28.41816,-1.81083,0,0,0,0
yellow,28.75037,-5.79701,0,0,0,0
blue,30.48704,-1.98879,0,0,0,0
yellow,30.66191,-5.98497,0,0,0,0
blue,31.80099,-1.76595,0,0,0,0
yellow,33.24220,-5.49730,0,0,0,0
blue,33.11527,-0.91108,0,0,0,0
yellow,35.32086,-4.24805,0,0,0,0
blue,34.99907,0.37889,0,0,0,0
yellow,36.70755,-3.23789,0,0,0,0
blue,38.03261,1.06481,0,0,0,0
yellow,37.45459,-2.89321,0,0,0,0
blue,40.72742,-0.44266,0,0,0,0
yellow,38.09660,-3.45576,0,0,0,0
blue,42.18195,-2.15483,0,0,0,0
yellow,39.19809,-4.81876,0,0,0,0
blue,43.22427,-3.29353,0,0,0,0
yellow,40.91770,-6.56151,0,0,0,0
blue,44.46131,-3.82367,0,0,0,0
yellow,43.29379,-7.64949,0,0,0,0
blue,46.54213,-4.20459,0,0,0,0
yellow,45.14993,-7.95449,0,0,0,0
blue,48.82891,-5.56473,0,0,0,0
yellow,46.26089,-8.63153,0,0,0,0
blue,50.36124,-7.28198,0,0,0,0
yellow,47.35788,-9.92392,0,0,0,0
blue,51.33059,-8.45954,0,0,0,0
yellow,49.03734,-11.73688,0,0,0,0
blue,51.93781,-8.79610,0,0,0,0
yellow,52.04774,-12.79458,0,0,0,0
blue,52.81041,-8.26381,0,0,0,0
yellow,54.80074,-11.73347,0,0,0,0
blue,54.36516,-7.13043,0,0,0,0
yellow,56.48615,-10.52180,0,0,0,0
blue,56.63226,-5.96382,0,0,0,0
yellow,57.73295,-9.80940,0,0,0,0
blue,59.14701,-5.75696,0,0,0,0
yellow,59.17545,-9.75686,0,0,0,0
blue,60.83361,-5.88390,0,0,0,0
yellow,61.47038,-9.83289,0,0,0,0
blue,62.05339,-5.37671,0,0,0,0
yellow,63.94980,-8.89859,0,0,0,0
blue,63.54259,-4.30750,0,0,0,0
yellow,65.72563,-7.65927,0,0,0,0
blue,65.87399,-3.01620,0,0,0,0
yellow,66.81652,-6.90357,0,0,0,0
blue,69.08808,-3.27991,0,0,0,0
yellow,67.44294,-6.92594,0,0,0,0
blue,71.17227,-5.11612,0,0,0,0
yellow,68.23977,-7.83650,0,0,0,0
blue,72.38475,-6.60493,0,0,0,0
yellow,69.56328,-9.44031,0,0,0,0
blue,73.41262,-7.48582,0,0,0,0
yellow,71.62369,-11.06349,0,0,0,0
blue,74.96384,-7.82726,0,0,0,0
yellow,73.93117,-11.69165,0,0,0,0
blue,77.30732,-8.54020,0,0,0,0
yellow,75.41031,-12.06176,0,0,0,0
blue,79.29956,-10.20656,0,0,0,0
yellow,76.43156,-12.99485,0,0,0,0
blue,80.57601,-11.76972,0,0,0,0
yellow,77.68258,-14.53162,0,0,0,0
blue,81.33343,-12.61116,0,0,0,0
yellow,79.88626,-16.34019,0,0,0,0
blue,81.97573,-12.55484,0,0,0,0
yellow,83.10216,-16.39296,0,0,0,0
blue,83.12687,-11.74475,0,0,0,0
yellow,85.33206,-15.08199,0,0,0,0
blue,84.96133,-10.49101,0,0,0,0
yellow,86.78018,-14.05357,0,0,0,0
blue,87.40704,-9.64785,0,0,0,0
yellow,88.07967,-13.59089,0,0,0,0
blue,89.34186,-9.70092,0,0,0,0
yellow,89.13115,-13.69536,0,0,0,0
big_orange,0.00000,-2.00000,0,0,0,0
big_orange,0.00000,2.00000,0,0,0,0
